Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00 2304579/2304579     thumbExecute() [2]
[197]    0.0    0.00    0.00 2304579         thumbD1(unsigned int) [197]
-----------------------------------------------
                0.00    0.00 1764492/1764492     armExecute() [6]
[198]    0.0    0.00    0.00 1764492         arm086(unsigned int) [198]
-----------------------------------------------
                0.00    0.00 1508678/1508678     CPULoop(int) [1]
[199]    0.0    0.00    0.00 1508678         rtcIsEnabled() [199]
-----------------------------------------------
                0.00    0.00 1315572/1315572     thumbExecute() [2]
[200]    0.0    0.00    0.00 1315572         thumb00_02(unsigned int) [200]
-----------------------------------------------
                0.00    0.00 1147741/1147741     thumbExecute() [2]
[201]    0.0    0.00    0.00 1147741         thumb43_0(unsigned int) [201]
-----------------------------------------------
                0.00    0.00 1113757/1113757     thumbExecute() [2]
[202]    0.0    0.00    0.00 1113757         thumb18_1(unsigned int) [202]
-----------------------------------------------
                0.00    0.00 1084048/1084048     armExecute() [6]
[203]    0.0    0.00    0.00 1084048         armA00(unsigned int) [203]
-----------------------------------------------
                0.00    0.00 1070607/1070607     thumbExecute() [2]
[204]    0.0    0.00    0.00 1070607         thumb20(unsigned int) [204]
-----------------------------------------------
                0.00    0.00  882150/882150      armExecute() [6]
[205]    0.0    0.00    0.00  882150         arm290(unsigned int) [205]
                0.00    0.00  882150/4586877     codeTicksAccessSeq32(unsigned int) [194]
-----------------------------------------------
                0.00    0.00  816041/816041      armExecute() [6]
[206]    0.0    0.00    0.00  816041         arm084(unsigned int) [206]
-----------------------------------------------
                0.00    0.00  816041/816041      armExecute() [6]
[207]    0.0    0.00    0.00  816041         arm1B2(unsigned int) [207]
-----------------------------------------------
                0.00    0.00  728323/728323      thumbExecute() [2]
[208]    0.0    0.00    0.00  728323         thumb42_2(unsigned int) [208]
-----------------------------------------------
                0.00    0.00  719086/719086      thumbExecute() [2]
[209]    0.0    0.00    0.00  719086         thumb2A(unsigned int) [209]
-----------------------------------------------
                0.00    0.00  690131/690131      thumbExecute() [2]
[210]    0.0    0.00    0.00  690131         thumbF0(unsigned int) [210]
-----------------------------------------------
                0.00    0.00  633317/633317      armExecute() [6]
[211]    0.0    0.00    0.00  633317         arm050(unsigned int) [211]
                0.00    0.00  633317/4586877     codeTicksAccessSeq32(unsigned int) [194]
-----------------------------------------------
                0.00    0.00  585149/585149      thumbExecute() [2]
[212]    0.0    0.00    0.00  585149         thumb29(unsigned int) [212]
-----------------------------------------------
                0.00    0.00  555314/555314      thumbExecute() [2]
[213]    0.0    0.00    0.00  555314         thumb30(unsigned int) [213]
-----------------------------------------------
                0.00    0.00  542000/542000      CPULoop(int) [1]
[214]    0.0    0.00    0.00  542000         CPUCompareVCOUNT() [214]
-----------------------------------------------
                0.00    0.00    2361/534549      arm790(unsigned int) [357]
                0.00    0.00    2364/534549      arm510(unsigned int) [353]
                0.00    0.00   56522/534549      arm8B0(unsigned int) [271]
                0.00    0.00  473302/534549      arm590(unsigned int) [219]
[215]    0.0    0.00    0.00  534549         CPUReadMemory(unsigned int) [215]
-----------------------------------------------
                0.00    0.00   56530/517403      arm920(unsigned int) [270]
                0.00    0.00  220621/517403      arm480(unsigned int) [230]
                0.00    0.00  240252/517403      arm580(unsigned int) [228]
[216]    0.0    0.00    0.00  517403         CPUWriteMemory(unsigned int, unsigned int) [216]
-----------------------------------------------
                0.00    0.00  505429/505429      thumbExecute() [2]
[217]    0.0    0.00    0.00  505429         thumb90(unsigned int) [217]
-----------------------------------------------
                0.00    0.00  494018/494018      thumbExecute() [2]
[218]    0.0    0.00    0.00  494018         thumb78(unsigned int) [218]
-----------------------------------------------
                0.00    0.00  473302/473302      armExecute() [6]
[219]    0.0    0.00    0.00  473302         arm590(unsigned int) [219]
                0.00    0.00  473302/534549      CPUReadMemory(unsigned int) [215]
-----------------------------------------------
                0.00    0.00  459170/459170      thumbExecute() [2]
[220]    0.0    0.00    0.00  459170         thumb2D(unsigned int) [220]
-----------------------------------------------
                0.00    0.00  380743/380743      thumbExecute() [2]
[221]    0.0    0.00    0.00  380743         thumb18_2(unsigned int) [221]
-----------------------------------------------
                0.00    0.00  354316/354316      thumbExecute() [2]
[222]    0.0    0.00    0.00  354316         thumb18_0(unsigned int) [222]
-----------------------------------------------
                0.00    0.00  325788/325788      thumbExecute() [2]
[223]    0.0    0.00    0.00  325788         thumbD3(unsigned int) [223]
-----------------------------------------------
                0.00    0.00  321405/321405      thumbExecute() [2]
[224]    0.0    0.00    0.00  321405         thumb00_04(unsigned int) [224]
-----------------------------------------------
                0.00    0.00  254355/254355      thumbExecute() [2]
[225]    0.0    0.00    0.00  254355         thumb00_03(unsigned int) [225]
-----------------------------------------------
                0.00    0.00  250053/250053      thumbExecute() [2]
[226]    0.0    0.00    0.00  250053         thumb33(unsigned int) [226]
-----------------------------------------------
                0.00    0.00  248320/248320      thumbExecute() [2]
[227]    0.0    0.00    0.00  248320         thumb42_3(unsigned int) [227]
-----------------------------------------------
                0.00    0.00  240252/240252      armExecute() [6]
[228]    0.0    0.00    0.00  240252         arm580(unsigned int) [228]
                0.00    0.00  240252/517403      CPUWriteMemory(unsigned int, unsigned int) [216]
-----------------------------------------------
                0.00    0.00  232970/232970      thumbExecute() [2]
[229]    0.0    0.00    0.00  232970         thumb32(unsigned int) [229]
-----------------------------------------------
                0.00    0.00  220621/220621      armExecute() [6]
[230]    0.0    0.00    0.00  220621         arm480(unsigned int) [230]
                0.00    0.00  220621/517403      CPUWriteMemory(unsigned int, unsigned int) [216]
-----------------------------------------------
                0.00    0.00  164108/164108      thumbExecute() [2]
[231]    0.0    0.00    0.00  164108         thumb44_2(unsigned int) [231]
-----------------------------------------------
                0.00    0.00  147524/147524      thumbExecute() [2]
[232]    0.0    0.00    0.00  147524         thumb42_0(unsigned int) [232]
-----------------------------------------------
                0.00    0.00  137926/137926      thumbExecute() [2]
[233]    0.0    0.00    0.00  137926         thumb36(unsigned int) [233]
-----------------------------------------------
                0.00    0.00  136517/136517      thumbExecute() [2]
[234]    0.0    0.00    0.00  136517         thumb40_1(unsigned int) [234]
-----------------------------------------------
                0.00    0.00  136336/136336      thumbExecute() [2]
[235]    0.0    0.00    0.00  136336         thumb00_08(unsigned int) [235]
-----------------------------------------------
                0.00    0.00  134991/134991      thumbExecute() [2]
[236]    0.0    0.00    0.00  134991         thumbDA(unsigned int) [236]
-----------------------------------------------
                0.00    0.00  130889/130889      thumbExecute() [2]
[237]    0.0    0.00    0.00  130889         thumb2E(unsigned int) [237]
-----------------------------------------------
                0.00    0.00  128517/128517      thumbExecute() [2]
[238]    0.0    0.00    0.00  128517         thumb10_08(unsigned int) [238]
-----------------------------------------------
                0.00    0.00  126366/126366      thumbExecute() [2]
[239]    0.0    0.00    0.00  126366         thumb10_07(unsigned int) [239]
-----------------------------------------------
                0.00    0.00  122268/122268      thumbExecute() [2]
[240]    0.0    0.00    0.00  122268         thumb10_10(unsigned int) [240]
-----------------------------------------------
                0.00    0.00  120655/120655      thumbExecute() [2]
[241]    0.0    0.00    0.00  120655         thumb44_1(unsigned int) [241]
-----------------------------------------------
                0.00    0.00  120604/120604      thumbExecute() [2]
[242]    0.0    0.00    0.00  120604         thumb25(unsigned int) [242]
-----------------------------------------------
                0.00    0.00  108446/108446      thumbExecute() [2]
[243]    0.0    0.00    0.00  108446         thumb1A_2(unsigned int) [243]
-----------------------------------------------
                0.00    0.00  105836/105836      thumbExecute() [2]
[244]    0.0    0.00    0.00  105836         thumb1E_1(unsigned int) [244]
-----------------------------------------------
                0.00    0.00  103359/103359      thumbExecute() [2]
[245]    0.0    0.00    0.00  103359         thumbD9(unsigned int) [245]
-----------------------------------------------
                0.00    0.00  103343/103343      thumbExecute() [2]
[246]    0.0    0.00    0.00  103343         thumb08_1C(unsigned int) [246]
-----------------------------------------------
                0.00    0.00  103343/103343      thumbExecute() [2]
[247]    0.0    0.00    0.00  103343         thumb08_1F(unsigned int) [247]
-----------------------------------------------
                0.00    0.00  102852/102852      thumbExecute() [2]
[248]    0.0    0.00    0.00  102852         thumb46_3(unsigned int) [248]
-----------------------------------------------
                0.00    0.00  102781/102781      thumbExecute() [2]
[249]    0.0    0.00    0.00  102781         thumb08_02(unsigned int) [249]
-----------------------------------------------
                0.00    0.00  102735/102735      thumbExecute() [2]
[250]    0.0    0.00    0.00  102735         thumb1C_3(unsigned int) [250]
-----------------------------------------------
                0.00    0.00   97666/97666       thumbExecute() [2]
[251]    0.0    0.00    0.00   97666         thumb3A(unsigned int) [251]
-----------------------------------------------
                0.00    0.00    4728/75438       arm510(unsigned int) [353]
                0.00    0.00   35353/75438       arm8B0(unsigned int) [271]
                0.00    0.00   35357/75438       arm920(unsigned int) [270]
[252]    0.0    0.00    0.00   75438         dataTicksAccessSeq32(unsigned int) [252]
-----------------------------------------------
                0.00    0.00   74611/74611       thumbExecute() [2]
[253]    0.0    0.00    0.00   74611         thumbD8(unsigned int) [253]
-----------------------------------------------
                0.00    0.00    2364/56512       arm250(unsigned int) [92]
                0.00    0.00   11806/56512       arm121(unsigned int) [272]
                0.00    0.00   21169/56512       arm8B0(unsigned int) [271]
                0.00    0.00   21173/56512       arm920(unsigned int) [270]
[254]    0.0    0.00    0.00   56512         codeTicksAccess32(unsigned int) [254]
-----------------------------------------------
                0.00    0.00   51306/51306       Gb_Apu::run_until_(int) [11]
[255]    0.0    0.00    0.00   51306         Gb_Square::run(int, int) [255]
-----------------------------------------------
                0.00    0.00   43044/43044       thumbExecute() [2]
[256]    0.0    0.00    0.00   43044         thumb39(unsigned int) [256]
-----------------------------------------------
                0.00    0.00   42726/42726       thumbExecute() [2]
[257]    0.0    0.00    0.00   42726         thumb3E(unsigned int) [257]
-----------------------------------------------
                0.00    0.00   21169/42342       arm8B0(unsigned int) [271]
                0.00    0.00   21173/42342       arm920(unsigned int) [270]
[258]    0.0    0.00    0.00   42342         dataTicksAccess32(unsigned int) [258]
-----------------------------------------------
                0.00    0.00   40572/40572       Gb_Apu::run_until_(int) [11]
[259]    0.0    0.00    0.00   40572         Gb_Osc::clock_length() [259]
-----------------------------------------------
                0.00    0.00   36923/36923       thumbExecute() [2]
[260]    0.0    0.00    0.00   36923         thumb00_05(unsigned int) [260]
-----------------------------------------------
                0.00    0.00   36302/36302       thumbExecute() [2]
[261]    0.0    0.00    0.00   36302         thumb10_05(unsigned int) [261]
-----------------------------------------------
                0.00    0.00   32241/32241       thumbExecute() [2]
[262]    0.0    0.00    0.00   32241         thumb18_6(unsigned int) [262]
-----------------------------------------------
                0.00    0.00   25653/25653       Gb_Apu::run_until_(int) [11]
[263]    0.0    0.00    0.00   25653         Gb_Wave::run(int, int) [263]
-----------------------------------------------
                0.00    0.00       1/24312       CPUWriteByte(unsigned int, unsigned char) [100]
                0.00    0.00    4701/24312       BIOS_CpuSet() [388]
                0.00    0.00   19610/24312       BIOS_BgAffineSet() [326]
[264]    0.0    0.00    0.00   24312         CPUReadHalfWord(unsigned int) [264]
-----------------------------------------------
                0.00    0.00   24240/24240       BIOS_LZ77UnCompVram() [405]
[265]    0.0    0.00    0.00   24240         CPUWriteHalfWord(unsigned int, unsigned short) [265]
-----------------------------------------------
                0.00    0.00    5456/22811       arm4C0(unsigned int) [310]
                0.00    0.00    5456/22811       arm7C0(unsigned int) [311]
                0.00    0.00   11899/22811       arm5C0(unsigned int) [106]
[266]    0.0    0.00    0.00   22811         CPUWriteByte(unsigned int, unsigned char) [266]
-----------------------------------------------
                0.00    0.00   22190/22190       thumbExecute() [2]
[267]    0.0    0.00    0.00   22190         thumb00_18(unsigned int) [267]
-----------------------------------------------
                0.00    0.00   21586/21586       armExecute() [6]
[268]    0.0    0.00    0.00   21586         arm3A0(unsigned int) [268]
-----------------------------------------------
                0.00    0.00   21228/21228       armExecute() [6]
[269]    0.0    0.00    0.00   21228         arm280(unsigned int) [269]
-----------------------------------------------
                0.00    0.00   21173/21173       armExecute() [6]
[270]    0.0    0.00    0.00   21173         arm920(unsigned int) [270]
                0.00    0.00   56530/517403      CPUWriteMemory(unsigned int, unsigned int) [216]
                0.00    0.00   35357/75438       dataTicksAccessSeq32(unsigned int) [252]
                0.00    0.00   21173/42342       dataTicksAccess32(unsigned int) [258]
                0.00    0.00   21173/56512       codeTicksAccess32(unsigned int) [254]
-----------------------------------------------
                0.00    0.00   21169/21169       armExecute() [6]
[271]    0.0    0.00    0.00   21169         arm8B0(unsigned int) [271]
                0.00    0.00   56522/534549      CPUReadMemory(unsigned int) [215]
                0.00    0.00   35353/75438       dataTicksAccessSeq32(unsigned int) [252]
                0.00    0.00   21169/42342       dataTicksAccess32(unsigned int) [258]
                0.00    0.00   21169/56512       codeTicksAccess32(unsigned int) [254]
-----------------------------------------------
                0.00    0.00   21078/21078       armExecute() [6]
[272]    0.0    0.00    0.00   21078         arm121(unsigned int) [272]
                0.00    0.00   23612/4586877     codeTicksAccessSeq32(unsigned int) [194]
                0.00    0.00   11806/56512       codeTicksAccess32(unsigned int) [254]
-----------------------------------------------
                0.00    0.00   19712/19712       BIOS_LZ77UnCompVram() [405]
[273]    0.0    0.00    0.00   19712         CPUReadByte(unsigned int) [273]
-----------------------------------------------
                0.00    0.00   19312/19312       thumbExecute() [2]
[274]    0.0    0.00    0.00   19312         thumb43_2(unsigned int) [274]
-----------------------------------------------
                0.00    0.00   18938/18938       thumbExecute() [2]
[275]    0.0    0.00    0.00   18938         thumb43_3(unsigned int) [275]
-----------------------------------------------
                0.00    0.00   18794/18794       thumbExecute() [2]
[276]    0.0    0.00    0.00   18794         thumb34(unsigned int) [276]
-----------------------------------------------
                0.00    0.00   17133/17133       thumbExecute() [2]
[277]    0.0    0.00    0.00   17133         thumb56(unsigned int) [277]
-----------------------------------------------
                0.00    0.00   15196/15196       thumbExecute() [2]
[278]    0.0    0.00    0.00   15196         thumb1A_6(unsigned int) [278]
-----------------------------------------------
                0.00    0.00   15091/15091       thumbExecute() [2]
[279]    0.0    0.00    0.00   15091         thumb08_08(unsigned int) [279]
-----------------------------------------------
                0.00    0.00   15072/15072       armExecute() [6]
[280]    0.0    0.00    0.00   15072         arm1A0(unsigned int) [280]
-----------------------------------------------
                0.00    0.00   14200/14200       thumbExecute() [2]
[281]    0.0    0.00    0.00   14200         thumb00_13(unsigned int) [281]
-----------------------------------------------
                0.00    0.00    2362/14182       arm14B(unsigned int) [355]
                0.00    0.00   11820/14182       arm1CB(unsigned int) [105]
[282]    0.0    0.00    0.00   14182         CPUWriteHalfWord(unsigned int, unsigned short) [282]
-----------------------------------------------
                0.00    0.00    4728/14179       arm100(unsigned int) [316]
                0.00    0.00    9451/14179       arm120(unsigned int) [66]
[283]    0.0    0.00    0.00   14179         CPUUpdateCPSR() [283]
-----------------------------------------------
                0.00    0.00    2360/14175       arm810(unsigned int) [94]
                0.00    0.00    2364/14175       arm250(unsigned int) [92]
                0.00    0.00    9451/14175       arm120(unsigned int) [66]
[284]    0.0    0.00    0.00   14175         CPUSwitchMode(int, bool) [284]
-----------------------------------------------
                0.00    0.00   13583/13583       thumbExecute() [2]
[285]    0.0    0.00    0.00   13583         thumb35(unsigned int) [285]
-----------------------------------------------
                0.00    0.00   12387/12387       thumbExecute() [2]
[286]    0.0    0.00    0.00   12387         thumb1A_1(unsigned int) [286]
-----------------------------------------------
                0.00    0.00   11915/11915       armExecute() [6]
[287]    0.0    0.00    0.00   11915         arm210(unsigned int) [287]
-----------------------------------------------
                0.00    0.00   11886/11886       Stereo_Buffer::end_frame(int) [325]
[288]    0.0    0.00    0.00   11886         Blip_Buffer::end_frame(int) [288]
-----------------------------------------------
                0.00    0.00       4/11479       BIOS_LZ77UnCompVram() [405]
                0.00    0.00    3922/11479       BIOS_BgAffineSet() [326]
                0.00    0.00    7553/11479       BIOS_CpuFastSet() [399]
[289]    0.0    0.00    0.00   11479         CPUReadMemory(unsigned int) [289]
-----------------------------------------------
                0.00    0.00   10518/10518       armExecute() [6]
[290]    0.0    0.00    0.00   10518         arm310(unsigned int) [290]
-----------------------------------------------
                0.00    0.00    8625/8625        thumbExecute() [2]
[291]    0.0    0.00    0.00    8625         thumb1A_5(unsigned int) [291]
-----------------------------------------------
                0.00    0.00    8448/8448        thumbExecute() [2]
[292]    0.0    0.00    0.00    8448         thumbD2(unsigned int) [292]
-----------------------------------------------
                0.00    0.00    8216/8216        thumbExecute() [2]
[293]    0.0    0.00    0.00    8216         thumb08_04(unsigned int) [293]
-----------------------------------------------
                0.00    0.00    7605/7605        Gb_Apu::run_until_(int) [11]
[294]    0.0    0.00    0.00    7605         Gb_Env::clock_envelope() [294]
-----------------------------------------------
                0.00    0.00    7197/7197        thumbExecute() [2]
[295]    0.0    0.00    0.00    7197         thumb26(unsigned int) [295]
-----------------------------------------------
                0.00    0.00    7096/7096        thumbExecute() [2]
[296]    0.0    0.00    0.00    7096         thumb00_12(unsigned int) [296]
-----------------------------------------------
                0.00    0.00    7093/7093        thumbExecute() [2]
[297]    0.0    0.00    0.00    7093         thumb08_01(unsigned int) [297]
-----------------------------------------------
                0.00    0.00    7089/7089        armExecute() [6]
[298]    0.0    0.00    0.00    7089         arm380(unsigned int) [298]
-----------------------------------------------
                0.00    0.00    2364/7085        arm1DB(unsigned int) [352]
                0.00    0.00    4721/7085        arm15B(unsigned int) [320]
[299]    0.0    0.00    0.00    7085         CPUReadHalfWord(unsigned int) [299]
-----------------------------------------------
                0.00    0.00    7068/7068        thumbExecute() [2]
[300]    0.0    0.00    0.00    7068         thumb08_18(unsigned int) [300]
-----------------------------------------------
                0.00    0.00    6907/6907        thumbExecute() [2]
[301]    0.0    0.00    0.00    6907         thumbA0(unsigned int) [301]
-----------------------------------------------
                0.00    0.00    6860/6860        Stereo_Buffer::read_samples(short*, long) [338]
[302]    0.0    0.00    0.00    6860         Blip_Buffer::remove_samples(long) [302]
-----------------------------------------------
                0.00    0.00    6682/6682        thumbExecute() [2]
[303]    0.0    0.00    0.00    6682         thumb10_0E(unsigned int) [303]
-----------------------------------------------
                0.00    0.00    6335/6335        flush_samples(Multi_Buffer*) [324]
[304]    0.0    0.00    0.00    6335         Stereo_Buffer::samples_avail() const [304]
-----------------------------------------------
                0.00    0.00    6316/6316        thumbExecute() [2]
[305]    0.0    0.00    0.00    6316         thumbDF(unsigned int) [305]
-----------------------------------------------
                0.00    0.00    6133/6133        thumbExecute() [2]
[306]    0.0    0.00    0.00    6133         thumb18_5(unsigned int) [306]
-----------------------------------------------
                0.00    0.00    5815/5815        armExecute() [6]
[307]    0.0    0.00    0.00    5815         arm350(unsigned int) [307]
                0.00    0.00    5815/4586877     codeTicksAccessSeq32(unsigned int) [194]
-----------------------------------------------
                0.00    0.00    5611/5611        thumbExecute() [2]
[308]    0.0    0.00    0.00    5611         thumbD5(unsigned int) [308]
-----------------------------------------------
                0.00    0.00    5456/5456        armExecute() [6]
[309]    0.0    0.00    0.00    5456         arm1A4(unsigned int) [309]
-----------------------------------------------
                0.00    0.00    5456/5456        armExecute() [6]
[310]    0.0    0.00    0.00    5456         arm4C0(unsigned int) [310]
                0.00    0.00    5456/22811       CPUWriteByte(unsigned int, unsigned char) [266]
-----------------------------------------------
                0.00    0.00    5456/5456        armExecute() [6]
[311]    0.0    0.00    0.00    5456         arm7C0(unsigned int) [311]
                0.00    0.00    5456/22811       CPUWriteByte(unsigned int, unsigned char) [266]
-----------------------------------------------
                0.00    0.00    5456/5456        thumbExecute() [2]
[312]    0.0    0.00    0.00    5456         thumb3D(unsigned int) [312]
-----------------------------------------------
                0.00    0.00    5071/5071        Gb_Apu::run_until_(int) [11]
[313]    0.0    0.00    0.00    5071         Gb_Sweep_Square::clock_sweep() [313]
-----------------------------------------------
                0.00    0.00       1/4734        CPUWriteByte(unsigned int, unsigned char) [100]
                0.00    0.00    2365/4734        thumb80(unsigned int) [13]
                0.00    0.00    2368/4734        CPUUpdateRegister(unsigned int, unsigned short) [103]
[314]    0.0    0.00    0.00    4734         CPUUpdateRender() [314]
-----------------------------------------------
                0.00    0.00    4731/4731        armExecute() [6]
[315]    0.0    0.00    0.00    4731         arm240(unsigned int) [315]
-----------------------------------------------
                0.00    0.00    4728/4728        armExecute() [6]
[316]    0.0    0.00    0.00    4728         arm100(unsigned int) [316]
                0.00    0.00    4728/14179       CPUUpdateCPSR() [283]
-----------------------------------------------
                0.00    0.00    4725/4725        armExecute() [6]
[317]    0.0    0.00    0.00    4725         arm140(unsigned int) [317]
-----------------------------------------------
                0.00    0.00    4724/4724        armExecute() [6]
[318]    0.0    0.00    0.00    4724         arm160(unsigned int) [318]
-----------------------------------------------
                0.00    0.00    4721/4721        armExecute() [6]
[319]    0.0    0.00    0.00    4721         arm010(unsigned int) [319]
                0.00    0.00    4721/4586877     codeTicksAccessSeq32(unsigned int) [194]
-----------------------------------------------
                0.00    0.00    4721/4721        armExecute() [6]
[320]    0.0    0.00    0.00    4721         arm15B(unsigned int) [320]
                0.00    0.00    4721/7085        CPUReadHalfWord(unsigned int) [299]
-----------------------------------------------
                0.00    0.00    4721/4721        armExecute() [6]
[321]    0.0    0.00    0.00    4721         armB00(unsigned int) [321]
-----------------------------------------------
                0.00    0.00    3988/3988        thumbExecute() [2]
[322]    0.0    0.00    0.00    3988         thumb10_06(unsigned int) [322]
-----------------------------------------------
                0.00    0.00    3978/3978        thumbExecute() [2]
[323]    0.0    0.00    0.00    3978         thumbA8(unsigned int) [323]
-----------------------------------------------
                0.00    0.00    3962/3962        psoundTickfn() [16]
[324]    0.0    0.00    0.00    3962         flush_samples(Multi_Buffer*) [324]
                0.00    0.00    6335/6335        Stereo_Buffer::samples_avail() const [304]
                0.00    0.00    2373/2373        Stereo_Buffer::read_samples(short*, long) [338]
                0.00    0.00    2373/2373        SoundSDL::write(unsigned short*, int) [339]
                0.00    0.00    2373/2373        systemOnWriteDataToSoundBuffer(unsigned short const*, int) [336]
                0.00    0.00       1/2           SoundSDL::resume() [446]
-----------------------------------------------
                0.00    0.00    3962/3962        psoundTickfn() [16]
[325]    0.0    0.00    0.00    3962         Stereo_Buffer::end_frame(int) [325]
                0.00    0.00   11886/11886       Blip_Buffer::end_frame(int) [288]
-----------------------------------------------
                0.00    0.00    3922/3922        thumbExecute() [2]
[326]    0.0    0.00    0.00    3922         BIOS_BgAffineSet() [326]
                0.00    0.00   19610/24312       CPUReadHalfWord(unsigned int) [264]
                0.00    0.00    3922/11479       CPUReadMemory(unsigned int) [289]
-----------------------------------------------
                0.00    0.00    3922/3922        thumbExecute() [2]
[327]    0.0    0.00    0.00    3922         thumb1E_2(unsigned int) [327]
-----------------------------------------------
                0.00    0.00    3877/3877        thumbExecute() [2]
[328]    0.0    0.00    0.00    3877         thumb1A_4(unsigned int) [328]
-----------------------------------------------
                0.00    0.00    3797/3797        thumbExecute() [2]
[329]    0.0    0.00    0.00    3797         thumb1A_0(unsigned int) [329]
-----------------------------------------------
                0.00    0.00    3794/3794        thumbExecute() [2]
[330]    0.0    0.00    0.00    3794         thumb10_03(unsigned int) [330]
-----------------------------------------------
                0.00    0.00    3327/3327        armExecute() [6]
[331]    0.0    0.00    0.00    3327         arm090(unsigned int) [331]
                0.00    0.00    3327/4586877     codeTicksAccessSeq32(unsigned int) [194]
-----------------------------------------------
                0.00    0.00    3211/3211        soundEvent(unsigned int, unsigned char) [37]
[332]    0.0    0.00    0.00    3211         Gb_Apu::write_osc(int, int, int, int) [332]
                0.00    0.00    2209/2209        Gb_Env::write_register(int, int, int, int) [360]
-----------------------------------------------
                0.00    0.00    2998/2998        armExecute() [6]
[333]    0.0    0.00    0.00    2998         arm260(unsigned int) [333]
-----------------------------------------------
                0.00    0.00    2454/2454        thumbExecute() [2]
[334]    0.0    0.00    0.00    2454         thumb3C(unsigned int) [334]
-----------------------------------------------
                0.00    0.00    2426/2426        thumbExecute() [2]
[335]    0.0    0.00    0.00    2426         thumb10_04(unsigned int) [335]
-----------------------------------------------
                0.00    0.00    2373/2373        flush_samples(Multi_Buffer*) [324]
[336]    0.0    0.00    0.00    2373         systemOnWriteDataToSoundBuffer(unsigned short const*, int) [336]
-----------------------------------------------
                0.00    0.00    2373/2373        thumbExecute() [2]
[337]    0.0    0.00    0.00    2373         thumb08_03(unsigned int) [337]
-----------------------------------------------
                0.00    0.00    2373/2373        flush_samples(Multi_Buffer*) [324]
[338]    0.0    0.00    0.00    2373         Stereo_Buffer::read_samples(short*, long) [338]
                0.00    0.00    6860/6860        Blip_Buffer::remove_samples(long) [302]
                0.00    0.00    2372/2372        Stereo_Mixer::mix_stereo(short*, int) [340]
-----------------------------------------------
                0.00    0.00    2373/2373        flush_samples(Multi_Buffer*) [324]
[339]    0.0    0.00    0.00    2373         SoundSDL::write(unsigned short*, int) [339]
                0.00    0.00       1/1           soundGetSampleRate() [468]
                0.00    0.00       1/2           SoundSDL::init(long) [445]
-----------------------------------------------
                0.00    0.00    2372/2372        Stereo_Buffer::read_samples(short*, long) [338]
[340]    0.0    0.00    0.00    2372         Stereo_Mixer::mix_stereo(short*, int) [340]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[341]    0.0    0.00    0.00    2367         systemFrame() [341]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[342]    0.0    0.00    0.00    2367         inputReadJoypad(int) [342]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[343]    0.0    0.00    0.00    2367         systemDrawScreen() [343]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[344]    0.0    0.00    0.00    2367         systemReadJoypad(int) [344]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[345]    0.0    0.00    0.00    2367         systemReadJoypads() [345]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[346]    0.0    0.00    0.00    2367         systemPauseOnFrame() [346]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[347]    0.0    0.00    0.00    2367         inputUpdateMotionSensor() [347]
-----------------------------------------------
                0.00    0.00    2367/2367        CPULoop(int) [1]
[348]    0.0    0.00    0.00    2367         systemUpdateMotionSensor() [348]
-----------------------------------------------
                0.00    0.00    2364/2364        armExecute() [6]
[349]    0.0    0.00    0.00    2364         arm000(unsigned int) [349]
-----------------------------------------------
                0.00    0.00    2364/2364        armExecute() [6]
[350]    0.0    0.00    0.00    2364         arm002(unsigned int) [350]
-----------------------------------------------
                0.00    0.00    2364/2364        armExecute() [6]
[351]    0.0    0.00    0.00    2364         arm1C0(unsigned int) [351]
-----------------------------------------------
                0.00    0.00    2364/2364        armExecute() [6]
[352]    0.0    0.00    0.00    2364         arm1DB(unsigned int) [352]
                0.00    0.00    2364/7085        CPUReadHalfWord(unsigned int) [299]
-----------------------------------------------
                0.00    0.00    2364/2364        armExecute() [6]
[353]    0.0    0.00    0.00    2364         arm510(unsigned int) [353]
                0.00    0.00    4728/75438       dataTicksAccessSeq32(unsigned int) [252]
                0.00    0.00    2364/534549      CPUReadMemory(unsigned int) [215]
-----------------------------------------------
                0.00    0.00    2362/2362        armExecute() [6]
[354]    0.0    0.00    0.00    2362         arm020(unsigned int) [354]
-----------------------------------------------
                0.00    0.00    2362/2362        armExecute() [6]
[355]    0.0    0.00    0.00    2362         arm14B(unsigned int) [355]
                0.00    0.00    2362/14182       CPUWriteHalfWord(unsigned int, unsigned short) [282]
-----------------------------------------------
                0.00    0.00    2361/2361        armExecute() [6]
[356]    0.0    0.00    0.00    2361         arm200(unsigned int) [356]
-----------------------------------------------
                0.00    0.00    2361/2361        armExecute() [6]
[357]    0.0    0.00    0.00    2361         arm790(unsigned int) [357]
                0.00    0.00    2361/534549      CPUReadMemory(unsigned int) [215]
