Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    2454/2454        thumb3C(unsigned int) [334]
                0.00    0.00    2426/2426        thumb10_04(unsigned int) [335]
                0.00    0.00    2373/2373        thumb08_03(unsigned int) [337]
                0.00    0.00    2360/2360        thumb45_1(unsigned int) [359]
                0.00    0.00    2101/2101        thumb1A_7(unsigned int) [361]
                0.00    0.00    2038/2038        thumb10_18(unsigned int) [362]
                0.00    0.00    1928/1928        thumb08_05(unsigned int) [363]
                0.00    0.00    1814/1814        thumb40_3(unsigned int) [365]
                0.00    0.00    1417/1417        thumb08_19(unsigned int) [366]
                0.00    0.00    1182/1182        thumb41_0(unsigned int) [368]
                0.00    0.00     738/738         thumb3B(unsigned int) [369]
                0.00    0.00     532/532         thumb00_07(unsigned int) [370]
                0.00    0.00     448/448         thumb10_02(unsigned int) [372]
                0.00    0.00     392/392         thumb00_06(unsigned int) [373]
                0.00    0.00     151/151         thumb2F(unsigned int) [378]
                0.00    0.00      31/31          thumb08_0B(unsigned int) [385]
                0.00    0.00      23/23          BIOS_CpuSet() [388]
                0.00    0.00      19/19          thumb00_0B(unsigned int) [389]
                0.00    0.00      10/10          thumb1C_6(unsigned int) [393]
                0.00    0.00       8/8           thumb1C_4(unsigned int) [395]
                0.00    0.00       8/8           thumb00_1C(unsigned int) [394]
                0.00    0.00       7/7           thumb00_0C(unsigned int) [397]
                0.00    0.00       6/6           BIOS_CpuFastSet() [399]
                0.00    0.00       5/5           thumb00_09(unsigned int) [401]
                0.00    0.00       4/4           BIOS_LZ77UnCompVram() [405]
                0.00    0.00       4/4           thumb1A_3(unsigned int) [408]
                0.00    0.00       4/4           thumb00_0E(unsigned int) [406]
                0.00    0.00       4/4           thumb00_11(unsigned int) [407]
                0.00    0.00       2/2           thumb00_0A(unsigned int) [431]
                0.00    0.00       2/2           thumb08_07(unsigned int) [433]
                0.00    0.00       2/2           thumb08_06(unsigned int) [432]
                0.00    0.00       2/2           thumb10_01(unsigned int) [434]
                0.00    0.00       1/1           thumb08_0C(unsigned int) [476]
-----------------------------------------------
                0.49    0.76  353364/353364      CPULoop(int) [1]
[3]     40.5    0.49    0.76  353364         mode2RenderLine() [3]
                0.76    0.00  353364/353364      rtcReadGame(gzFile_s*) [4]
-----------------------------------------------
                0.76    0.00  353364/353364      mode2RenderLine() [3]
[4]     24.6    0.76    0.00  353364         rtcReadGame(gzFile_s*) [4]
-----------------------------------------------
                0.07    0.04   25314/25314       CPULoop(int) [1]
[5]      3.6    0.07    0.04   25314         mode0RenderLine() [5]
                0.04    0.00   24800/24800       flashDelayedWrite(unsigned int, unsigned char) [15]
-----------------------------------------------
                0.05    0.05   83380/83380       CPULoop(int) [1]
[6]      3.2    0.05    0.05   83380         armExecute() [6]
                0.01    0.01  637528/637528      arm1FD(unsigned int) [25]
                0.01    0.00 1370627/1370627     arm080(unsigned int) [43]
                0.01    0.00  637623/637623      arm040(unsigned int) [46]
                0.00    0.01    9451/9451        arm120(unsigned int) [66]
                0.00    0.00   94796/94796       arm1BD(unsigned int) [89]
                0.00    0.00   71661/71661       arm0DD(unsigned int) [91]
                0.00    0.00  858479/858479      arm250(unsigned int) [92]
                0.00    0.00    2360/2360        arm810(unsigned int) [94]
                0.00    0.00   15186/15186       arm5D0(unsigned int) [96]
                0.00    0.00   10912/10912       arm19D(unsigned int) [97]
                0.00    0.00   10093/10093       arm1DD(unsigned int) [98]
                0.00    0.00    2361/2361        arm550(unsigned int) [101]
                0.00    0.00   11820/11820       arm1CB(unsigned int) [105]
                0.00    0.00   11899/11899       arm5C0(unsigned int) [106]
                0.00    0.00 2590626/2590626     arm009(unsigned int) [195]
                0.00    0.00 2402208/2402208     arm3C0(unsigned int) [196]
                0.00    0.00 2168372/4586877     codeTicksAccessSeq32(unsigned int) [194]
                0.00    0.00 1764492/1764492     arm086(unsigned int) [198]
                0.00    0.00 1084048/1084048     armA00(unsigned int) [203]
                0.00    0.00  882150/882150      arm290(unsigned int) [205]
                0.00    0.00  816041/816041      arm1B2(unsigned int) [207]
                0.00    0.00  816041/816041      arm084(unsigned int) [206]
                0.00    0.00  633317/633317      arm050(unsigned int) [211]
                0.00    0.00  473302/473302      arm590(unsigned int) [219]
                0.00    0.00  240252/240252      arm580(unsigned int) [228]
                0.00    0.00  220621/220621      arm480(unsigned int) [230]
                0.00    0.00   21586/21586       arm3A0(unsigned int) [268]
                0.00    0.00   21228/21228       arm280(unsigned int) [269]
                0.00    0.00   21173/21173       arm920(unsigned int) [270]
                0.00    0.00   21169/21169       arm8B0(unsigned int) [271]
                0.00    0.00   21078/21078       arm121(unsigned int) [272]
                0.00    0.00   15072/15072       arm1A0(unsigned int) [280]
                0.00    0.00   11915/11915       arm210(unsigned int) [287]
                0.00    0.00   10518/10518       arm310(unsigned int) [290]
                0.00    0.00    7089/7089        arm380(unsigned int) [298]
                0.00    0.00    5815/5815        arm350(unsigned int) [307]
                0.00    0.00    5456/5456        arm4C0(unsigned int) [310]
                0.00    0.00    5456/5456        arm7C0(unsigned int) [311]
                0.00    0.00    5456/5456        arm1A4(unsigned int) [309]
                0.00    0.00    4731/4731        arm240(unsigned int) [315]
                0.00    0.00    4728/4728        arm100(unsigned int) [316]
                0.00    0.00    4725/4725        arm140(unsigned int) [317]
                0.00    0.00    4724/4724        arm160(unsigned int) [318]
                0.00    0.00    4721/4721        arm010(unsigned int) [319]
                0.00    0.00    4721/4721        arm15B(unsigned int) [320]
                0.00    0.00    4721/4721        armB00(unsigned int) [321]
                0.00    0.00    3327/3327        arm090(unsigned int) [331]
                0.00    0.00    2998/2998        arm260(unsigned int) [333]
                0.00    0.00    2364/2364        arm000(unsigned int) [349]
                0.00    0.00    2364/2364        arm1C0(unsigned int) [351]
                0.00    0.00    2364/2364        arm002(unsigned int) [350]
                0.00    0.00    2364/2364        arm1DB(unsigned int) [352]
                0.00    0.00    2364/2364        arm510(unsigned int) [353]
                0.00    0.00    2362/2362        arm14B(unsigned int) [355]
                0.00    0.00    2362/2362        arm020(unsigned int) [354]
                0.00    0.00    2361/2361        arm200(unsigned int) [356]
                0.00    0.00    2361/2361        arm790(unsigned int) [357]
                0.00    0.00    2360/2360        arm1B0(unsigned int) [358]
                0.00    0.00    1814/1814        arm089(unsigned int) [364]
                0.00    0.00     192/192         arm1A7(unsigned int) [376]
                0.00    0.00      96/96          arm1A2(unsigned int) [380]
-----------------------------------------------
                0.08    0.01 2697827/2697827     thumbExecute() [2]
[7]      2.9    0.08    0.01 2697827         thumbBC(unsigned int) [7]
                0.01    0.00 3961460/4214266     CPUReadMemory(unsigned int) [26]
-----------------------------------------------
                0.09    0.00 4905596/4905596     thumbExecute() [2]
[8]      2.8    0.09    0.00 4905596         thumb88(unsigned int) [8]
-----------------------------------------------
                0.06    0.00 4506216/4506216     thumbExecute() [2]
[9]      1.9    0.06    0.00 4506216         thumb68(unsigned int) [9]
-----------------------------------------------
                0.05    0.00   25653/25653       Gb_Apu::run_until_(int) [11]
[10]     1.6    0.05    0.00   25653         Gb_Noise::run(int, int) [10]
-----------------------------------------------
                0.00    0.01    1405/5367        Gb_Apu::write_register(int, unsigned int, int) [36]
                0.00    0.04    3962/5367        Gb_Apu::end_frame(int) [17]
[11]     1.6    0.00    0.05    5367         Gb_Apu::run_until_(int) [11]
                0.05    0.00   25653/25653       Gb_Noise::run(int, int) [10]
                0.00    0.00   51306/51306       Gb_Square::run(int, int) [255]
                0.00    0.00   40572/40572       Gb_Osc::clock_length() [259]
                0.00    0.00   25653/25653       Gb_Wave::run(int, int) [263]
                0.00    0.00    7605/7605        Gb_Env::clock_envelope() [294]
                0.00    0.00    5071/5071        Gb_Sweep_Square::clock_sweep() [313]
-----------------------------------------------
                0.04    0.01 1558405/1558405     thumbExecute() [2]
[12]     1.5    0.04    0.01 1558405         thumbB5(unsigned int) [12]
                0.01    0.00 1975367/2722370     CPUWriteMemory(unsigned int, unsigned int) [41]
-----------------------------------------------
                0.05    0.00 2804877/2804877     thumbExecute() [2]
[13]     1.5    0.05    0.00 2804877         thumb80(unsigned int) [13]
                0.00    0.00     536/1218358     CPUCheckDMA(int, int) <cycle 1> [18]
                0.00    0.00       3/3741        soundEvent(unsigned int, unsigned char) [37]
                0.00    0.00   83901/569709      CPUUpdateRegister(unsigned int, unsigned short) [103]
                0.00    0.00       1/1218358     soundEvent(unsigned int, unsigned short) <cycle 1> [40]
                0.00    0.00    2365/4734        CPUUpdateRender() [314]
                0.00    0.00       4/6           CPUUpdateRenderBuffers(bool) [400]
                0.00    0.00       2/6           interp_rate() [398]
                0.00    0.00       1/3           Gb_Apu::volume(double) [424]
-----------------------------------------------
[14]     1.3    0.03    0.01 1218358+468036  <cycle 1 as a whole> [14]
                0.02    0.01  438315             CPUCheckDMA(int, int) <cycle 1> [18]
                0.01    0.00 1248079             soundEvent(unsigned int, unsigned short) <cycle 1> [40]
-----------------------------------------------
                0.04    0.00   24800/24800       mode0RenderLine() [5]
[15]     1.3    0.04    0.00   24800         flashDelayedWrite(unsigned int, unsigned char) [15]
-----------------------------------------------
                0.00    0.04    3962/3962        CPULoop(int) [1]
[16]     1.2    0.00    0.04    3962         psoundTickfn() [16]
                0.00    0.04    3962/3962        Gb_Apu::end_frame(int) [17]
                0.00    0.00    3962/3962        Stereo_Buffer::end_frame(int) [325]
                0.00    0.00    3962/3962        flush_samples(Multi_Buffer*) [324]
-----------------------------------------------
                0.00    0.04    3962/3962        psoundTickfn() [16]
[17]     1.2    0.00    0.04    3962         Gb_Apu::end_frame(int) [17]
                0.00    0.04    3962/5367        Gb_Apu::run_until_(int) [11]
-----------------------------------------------
                               52004             soundEvent(unsigned int, unsigned short) <cycle 1> [40]
                0.00    0.00     536/1218358     thumb80(unsigned int) [13]
                0.00    0.00    4730/1218358     thumb60(unsigned int) [95]
                0.01    0.00  381045/1218358     CPULoop(int) [1]
[18]     1.0    0.02    0.01  438315         CPUCheckDMA(int, int) <cycle 1> [18]
                0.01    0.00    4730/4730        doDMA(unsigned int&, unsigned int&, unsigned int, unsigned int, unsigned int, int) [56]
                0.00    0.00  416032/569709      CPUUpdateRegister(unsigned int, unsigned short) [103]
                              416032             soundEvent(unsigned int, unsigned short) <cycle 1> [40]
-----------------------------------------------
                0.03    0.00 1925853/1925853     thumbExecute() [2]
[19]     0.8    0.03    0.00 1925853         thumb5A(unsigned int) [19]
-----------------------------------------------
                0.02    0.00 4793133/4793133     thumbExecute() [2]
[20]     0.6    0.02    0.00 4793133         thumb1C_0(unsigned int) [20]
-----------------------------------------------
                0.02    0.00 2519732/2519732     thumbExecute() [2]
[21]     0.6    0.02    0.00 2519732         thumb46_1(unsigned int) [21]
-----------------------------------------------
                0.02    0.00 2351253/2351253     thumbExecute() [2]
[22]     0.6    0.02    0.00 2351253         thumb47(unsigned int) [22]
-----------------------------------------------
                0.02    0.00  943928/943928      thumbExecute() [2]
[23]     0.6    0.02    0.00  943928         thumb5E(unsigned int) [23]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.6    0.02    0.00                 arm270(unsigned int) [24]
-----------------------------------------------
                0.01    0.01  637528/637528      armExecute() [6]
[25]     0.6    0.01    0.01  637528         arm1FD(unsigned int) [25]
                0.01    0.00  637528/842537      CPUReadByte(unsigned int) [65]
-----------------------------------------------
                0.00    0.00    7592/4214266     thumbBD(unsigned int) [102]
                0.00    0.00  245214/4214266     thumbC8(unsigned int) [39]
                0.01    0.00 3961460/4214266     thumbBC(unsigned int) [7]
[26]     0.5    0.02    0.00 4214266         CPUReadMemory(unsigned int) [26]
-----------------------------------------------
                0.02    0.00 2603001/2603001     thumbExecute() [2]
[27]     0.5    0.02    0.00 2603001         thumb28(unsigned int) [27]
-----------------------------------------------
                0.02    0.00 2334331/2334331     thumbExecute() [2]
[28]     0.5    0.02    0.00 2334331         thumb40_0(unsigned int) [28]
-----------------------------------------------
                0.02    0.00 1101590/1101590     thumbExecute() [2]
[29]     0.5    0.02    0.00 1101590         thumb48(unsigned int) [29]
-----------------------------------------------
                0.02    0.00  944894/944894      thumbExecute() [2]
[30]     0.5    0.02    0.00  944894         thumb46_2(unsigned int) [30]
-----------------------------------------------
                0.02    0.00  686721/686721      thumbExecute() [2]
[31]     0.5    0.02    0.00  686721         thumb23(unsigned int) [31]
-----------------------------------------------
                0.02    0.00  528978/528978      thumbExecute() [2]
[32]     0.5    0.02    0.00  528978         thumb24(unsigned int) [32]
-----------------------------------------------
                0.02    0.00  215153/215153      thumbExecute() [2]
[33]     0.5    0.02    0.00  215153         thumb08_10(unsigned int) [33]
-----------------------------------------------
                0.02    0.00  119602/119602      thumbExecute() [2]
[34]     0.5    0.02    0.00  119602         thumb18_3(unsigned int) [34]
-----------------------------------------------
                0.00    0.01  416009/416009      CPULoop(int) [1]
[35]     0.4    0.00    0.01  416009         soundTimerOverflow(int) [35]
                0.01    0.00  416009/1218358     soundEvent(unsigned int, unsigned short) <cycle 1> [40]
-----------------------------------------------
                0.00    0.00       1/3788        soundReset() [104]
                0.00    0.00       8/3788        thumb60(unsigned int) [95]
                0.00    0.00      16/3788        CPUWriteByte(unsigned int, unsigned char) [100]
                0.00    0.00      24/3788        soundEvent(unsigned int, unsigned short) <cycle 1> [40]
                0.00    0.01    3739/3788        soundEvent(unsigned int, unsigned char) [37]
[36]     0.4    0.00    0.01    3788         Gb_Apu::write_register(int, unsigned int, int) [36]
                0.00    0.01    1405/5367        Gb_Apu::run_until_(int) [11]
                0.00    0.00      48/144         Gb_Wave::access(unsigned int) const [379]
                0.00    0.00      24/24          Gb_Apu::silence_osc(Gb_Osc&) [387]
                0.00    0.00       6/25          Blip_Synth_::volume_unit(double) [386]
                0.00    0.00       5/8           Gb_Apu::reset_regs() [396]
-----------------------------------------------
                0.00    0.00       1/3741        CPUReset() [99]
                0.00    0.00       3/3741        thumb80(unsigned int) [13]
                0.00    0.00       4/3741        CPUUpdateRegister(unsigned int, unsigned short) [103]
                0.00    0.00       5/3741        CPUWriteByte(unsigned int, unsigned char) [100]
                0.00    0.01    3728/3741        thumb70(unsigned int) [38]
[37]     0.4    0.00    0.01    3741         soundEvent(unsigned int, unsigned char) [37]
                0.00    0.01    3739/3788        Gb_Apu::write_register(int, unsigned int, int) [36]
                0.00    0.00    3211/3211        Gb_Apu::write_osc(int, int, int, int) [332]
                0.00    0.00     520/520         Gb_Apu::apply_stereo() [371]
                0.00    0.00       5/18          Gba_Pcm::apply_control(int) [390]
                0.00    0.00       1/25          Blip_Synth_::volume_unit(double) [386]
-----------------------------------------------
                0.00    0.01  214314/214314      thumbExecute() [2]
[38]     0.4    0.00    0.01  214314         thumb70(unsigned int) [38]
                0.00    0.01    3728/3741        soundEvent(unsigned int, unsigned char) [37]
                0.00    0.00       2/1218358     soundEvent(unsigned int, unsigned short) <cycle 1> [40]
                0.00    0.00       2/569709      CPUUpdateRegister(unsigned int, unsigned short) [103]
-----------------------------------------------
                0.01    0.00  245206/245206      thumbExecute() [2]
[39]     0.4    0.01    0.00  245206         thumbC8(unsigned int) [39]
                0.00    0.00  245214/4214266     CPUReadMemory(unsigned int) [26]
-----------------------------------------------
                              416032             CPUCheckDMA(int, int) <cycle 1> [18]
                0.00    0.00       1/1218358     thumb80(unsigned int) [13]
                0.00    0.00       2/1218358     thumb70(unsigned int) [38]
                0.00    0.00       8/1218358     thumb60(unsigned int) [95]
                0.00    0.00      18/1218358     CPUWriteByte(unsigned int, unsigned char) [100]
                0.01    0.00  416009/1218358     soundTimerOverflow(int) [35]
                0.01    0.00  416009/1218358     CPULoop(int) [1]
[40]     0.3    0.01    0.00 1248079         soundEvent(unsigned int, unsigned short) <cycle 1> [40]
                0.00    0.00      24/3788        Gb_Apu::write_register(int, unsigned int, int) [36]
                0.00    0.00       4/4           Gba_Pcm_Fifo::write_control(int) [410]
                               52004             CPUCheckDMA(int, int) <cycle 1> [18]
-----------------------------------------------
                0.00    0.00  298723/2722370     thumbB4(unsigned int) [90]
                0.00    0.00  448280/2722370     thumbC0(unsigned int) [88]
                0.01    0.00 1975367/2722370     thumbB5(unsigned int) [12]
[41]     0.3    0.01    0.00 2722370         CPUWriteMemory(unsigned int, unsigned int) [41]
-----------------------------------------------
                0.01    0.00 2339684/2339684     thumbExecute() [2]
[42]     0.3    0.01    0.00 2339684         thumbD0(unsigned int) [42]
-----------------------------------------------
                0.01    0.00 1370627/1370627     armExecute() [6]
[43]     0.3    0.01    0.00 1370627         arm080(unsigned int) [43]
-----------------------------------------------
                0.01    0.00 1118631/1118631     thumbExecute() [2]
[44]     0.3    0.01    0.00 1118631         thumbF4(unsigned int) [44]
-----------------------------------------------
                0.01    0.00  682061/682061      thumbExecute() [2]
[45]     0.3    0.01    0.00  682061         thumb98(unsigned int) [45]
-----------------------------------------------
                0.01    0.00  637623/637623      armExecute() [6]
[46]     0.3    0.01    0.00  637623         arm040(unsigned int) [46]
-----------------------------------------------
                0.01    0.00  569717/569717      thumbExecute() [2]
[47]     0.3    0.01    0.00  569717         thumbDD(unsigned int) [47]
-----------------------------------------------
                0.01    0.00  554474/554474      thumbExecute() [2]
[48]     0.3    0.01    0.00  554474         thumbDC(unsigned int) [48]
-----------------------------------------------
                0.01    0.00  550877/550877      thumbExecute() [2]
[49]     0.3    0.01    0.00  550877         thumbE0(unsigned int) [49]
-----------------------------------------------
                0.01    0.00  479164/479164      thumbExecute() [2]
[50]     0.3    0.01    0.00  479164         thumb1C_1(unsigned int) [50]
-----------------------------------------------
                0.01    0.00  469567/469567      thumbExecute() [2]
[51]     0.3    0.01    0.00  469567         thumbB0(unsigned int) [51]
-----------------------------------------------
                0.01    0.00  400588/400588      thumbExecute() [2]
[52]     0.3    0.01    0.00  400588         thumb31(unsigned int) [52]
-----------------------------------------------
                0.01    0.00  332517/332517      thumbExecute() [2]
[53]     0.3    0.01    0.00  332517         thumb42_1(unsigned int) [53]
-----------------------------------------------
                0.01    0.00  285704/285704      thumbExecute() [2]
[54]     0.3    0.01    0.00  285704         thumb00_01(unsigned int) [54]
-----------------------------------------------
                0.01    0.00   81506/81506       thumbExecute() [2]
[55]     0.3    0.01    0.00   81506         thumb43_1(unsigned int) [55]
-----------------------------------------------
                0.01    0.00    4730/4730        CPUCheckDMA(int, int) <cycle 1> [18]
[56]     0.3    0.01    0.00    4730         doDMA(unsigned int&, unsigned int&, unsigned int, unsigned int, unsigned int, int) [56]
-----------------------------------------------
                0.01    0.00       2/2           soundShutdown() [58]
[57]     0.3    0.01    0.00       2         systemOnSoundShutdown() [57]
-----------------------------------------------
                0.00    0.01       1/1           systemSoundInit() [59]
[58]     0.3    0.00    0.01       1         soundShutdown() [58]
                0.01    0.00       2/2           systemOnSoundShutdown() [57]
                0.00    0.00       1/1           SoundSDL::~SoundSDL() [496]
                0.00    0.00       1/1           Stereo_Buffer::~Stereo_Buffer() [484]
-----------------------------------------------
                0.00    0.01       1/1           soundInit() [61]
[59]     0.3    0.00    0.01       1         systemSoundInit() [59]
                0.00    0.01       1/1           soundShutdown() [58]
                0.00    0.00       1/1           SoundSDL::SoundSDL() [495]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.3    0.01    0.00                 utilGBAFindSave(int) [60]
                0.00    0.00       1/2           rtcEnable(bool) [429]
                0.00    0.00       1/1           rtcEnableRumble(bool) [465]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.3    0.00    0.01                 soundInit() [61]
                0.00    0.01       1/1           systemSoundInit() [59]
                0.00    0.00       1/2           SoundSDL::init(long) [445]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.3    0.01    0.00                 arm0DF(unsigned int) [62]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.3    0.01    0.00                 arm360(unsigned int) [63]
-----------------------------------------------
                                                 <spontaneous>
[64]     0.3    0.01    0.00                 arm5B0(unsigned int) [64]
-----------------------------------------------
                0.00    0.00    2361/842537      arm550(unsigned int) [101]
                0.00    0.00   10093/842537      arm1DD(unsigned int) [98]
                0.00    0.00   10912/842537      arm19D(unsigned int) [97]
                0.00    0.00   15186/842537      arm5D0(unsigned int) [96]
                0.00    0.00   71661/842537      arm0DD(unsigned int) [91]
                0.00    0.00   94796/842537      arm1BD(unsigned int) [89]
                0.01    0.00  637528/842537      arm1FD(unsigned int) [25]
[65]     0.3    0.01    0.00  842537         CPUReadByte(unsigned int) [65]
-----------------------------------------------
                0.00    0.01    9451/9451        armExecute() [6]
[66]     0.2    0.00    0.01    9451         arm120(unsigned int) [66]
                0.01    0.00    9451/9451        CPUUpdateFlags() [81]
                0.00    0.00    9451/18900       CPUSwitchMode(int, bool, bool) [78]
                0.00    0.00    9451/14179       CPUUpdateCPSR() [283]
                0.00    0.00    9451/14175       CPUSwitchMode(int, bool) [284]
-----------------------------------------------
                0.01    0.00 1808762/1808762     thumbExecute() [2]
[67]     0.2    0.01    0.00 1808762         thumbF8(unsigned int) [67]
-----------------------------------------------
                0.01    0.00 1081617/1081617     thumbExecute() [2]
[68]     0.2    0.01    0.00 1081617         thumb21(unsigned int) [68]
-----------------------------------------------
                0.01    0.00  876249/876249      thumbExecute() [2]
[69]     0.2    0.01    0.00  876249         thumb00_10(unsigned int) [69]
-----------------------------------------------
                0.01    0.00  778266/778266      thumbExecute() [2]
[70]     0.2    0.01    0.00  778266         thumb22(unsigned int) [70]
-----------------------------------------------
                0.01    0.00  539348/539348      thumbExecute() [2]
[71]     0.2    0.01    0.00  539348         thumb2B(unsigned int) [71]
-----------------------------------------------
                0.01    0.00  391001/391001      thumbExecute() [2]
[72]     0.2    0.01    0.00  391001         thumb2C(unsigned int) [72]
-----------------------------------------------
                0.01    0.00  310320/310320      thumbExecute() [2]
[73]     0.2    0.01    0.00  310320         thumbDB(unsigned int) [73]
-----------------------------------------------
                0.01    0.00  252733/252733      thumbExecute() [2]
[74]     0.2    0.01    0.00  252733         thumb08_0E(unsigned int) [74]
-----------------------------------------------
                0.01    0.00  146512/146512      thumbExecute() [2]
[75]     0.2    0.01    0.00  146512         thumb18_4(unsigned int) [75]
-----------------------------------------------
                0.01    0.00  139893/139893      thumbExecute() [2]
[76]     0.2    0.01    0.00  139893         thumb37(unsigned int) [76]
-----------------------------------------------
                0.01    0.00   55213/55213       thumbExecute() [2]
[77]     0.2    0.01    0.00   55213         thumb38(unsigned int) [77]
-----------------------------------------------
                0.00    0.00    2360/18900       arm810(unsigned int) [94]
                0.00    0.00    2361/18900       CPUSoftwareInterrupt(int) [93]
                0.00    0.00    2364/18900       CPULoop(int) [1]
                0.00    0.00    2364/18900       arm250(unsigned int) [92]
                0.00    0.00    9451/18900       arm120(unsigned int) [66]
[78]     0.2    0.01    0.00   18900         CPUSwitchMode(int, bool, bool) [78]
-----------------------------------------------
                0.01    0.00   12469/12469       thumbExecute() [2]
[79]     0.2    0.01    0.00   12469         thumb27(unsigned int) [79]
-----------------------------------------------
                0.01    0.00   10990/10990       thumbExecute() [2]
[80]     0.2    0.01    0.00   10990         thumb3F(unsigned int) [80]
-----------------------------------------------
                0.01    0.00    9451/9451        arm120(unsigned int) [66]
[81]     0.2    0.01    0.00    9451         CPUUpdateFlags() [81]
-----------------------------------------------
                0.01    0.00     148/148         thumbExecute() [2]
[82]     0.2    0.01    0.00     148         thumb58(unsigned int) [82]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.2    0.01    0.00                 thumb00_0F(unsigned int) [83]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.2    0.01    0.00                 thumb08_0D(unsigned int) [84]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.2    0.01    0.00                 thumb08_0F(unsigned int) [85]
-----------------------------------------------
                                                 <spontaneous>
[86]     0.2    0.01    0.00                 thumbUnknownInsn(unsigned int) [86]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.2    0.01    0.00                 thumb50(unsigned int) [87]
-----------------------------------------------
                0.00    0.00  448200/448200      thumbExecute() [2]
[88]     0.1    0.00    0.00  448200         thumbC0(unsigned int) [88]
                0.00    0.00  448280/2722370     CPUWriteMemory(unsigned int, unsigned int) [41]
-----------------------------------------------
                0.00    0.00   94796/94796       armExecute() [6]
[89]     0.0    0.00    0.00   94796         arm1BD(unsigned int) [89]
                0.00    0.00   94796/842537      CPUReadByte(unsigned int) [65]
-----------------------------------------------
                0.00    0.00  140611/140611      thumbExecute() [2]
[90]     0.0    0.00    0.00  140611         thumbB4(unsigned int) [90]
                0.00    0.00  298723/2722370     CPUWriteMemory(unsigned int, unsigned int) [41]
-----------------------------------------------
                0.00    0.00   71661/71661       armExecute() [6]
[91]     0.0    0.00    0.00   71661         arm0DD(unsigned int) [91]
                0.00    0.00   71661/842537      CPUReadByte(unsigned int) [65]
-----------------------------------------------
                0.00    0.00  858479/858479      armExecute() [6]
[92]     0.0    0.00    0.00  858479         arm250(unsigned int) [92]
                0.00    0.00    2364/18900       CPUSwitchMode(int, bool, bool) [78]
                0.00    0.00  860843/4586877     codeTicksAccessSeq32(unsigned int) [194]
                0.00    0.00    2364/14175       CPUSwitchMode(int, bool) [284]
                0.00    0.00    2364/56512       codeTicksAccess32(unsigned int) [254]
-----------------------------------------------
                0.00    0.00    6316/6316        thumbExecute() [2]
[93]     0.0    0.00    0.00    6316         CPUSoftwareInterrupt(int) [93]
                0.00    0.00    2361/18900       CPUSwitchMode(int, bool, bool) [78]
-----------------------------------------------
                0.00    0.00    2360/2360        armExecute() [6]
[94]     0.0    0.00    0.00    2360         arm810(unsigned int) [94]
                0.00    0.00    2360/18900       CPUSwitchMode(int, bool, bool) [78]
                0.00    0.00    4720/4586877     codeTicksAccessSeq32(unsigned int) [194]
                0.00    0.00    2360/14175       CPUSwitchMode(int, bool) [284]
-----------------------------------------------
                0.00    0.00  447340/447340      thumbExecute() [2]
[95]     0.0    0.00    0.00  447340         thumb60(unsigned int) [95]
                0.00    0.00    4730/1218358     CPUCheckDMA(int, int) <cycle 1> [18]
                0.00    0.00       8/3788        Gb_Apu::write_register(int, unsigned int, int) [36]
                0.00    0.00   48384/569709      CPUUpdateRegister(unsigned int, unsigned short) [103]
                0.00    0.00       8/1218358     soundEvent(unsigned int, unsigned short) <cycle 1> [40]
-----------------------------------------------
                0.00    0.00   15186/15186       armExecute() [6]
[96]     0.0    0.00    0.00   15186         arm5D0(unsigned int) [96]
                0.00    0.00   15186/842537      CPUReadByte(unsigned int) [65]
-----------------------------------------------
                0.00    0.00   10912/10912       armExecute() [6]
[97]     0.0    0.00    0.00   10912         arm19D(unsigned int) [97]
                0.00    0.00   10912/842537      CPUReadByte(unsigned int) [65]
-----------------------------------------------
                0.00    0.00   10093/10093       armExecute() [6]
[98]     0.0    0.00    0.00   10093         arm1DD(unsigned int) [98]
                0.00    0.00   10093/842537      CPUReadByte(unsigned int) [65]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.0    0.00    0.00                 CPUReset() [99]
                0.00    0.00       1/1           CPUWriteByte(unsigned int, unsigned char) [100]
                0.00    0.00       1/1           soundReset() [104]
                0.00    0.00       1/3741        soundEvent(unsigned int, unsigned char) [37]
                0.00    0.00       1/1           BIOS_RegisterRamReset(unsigned int) [107]
                0.00    0.00       2/18          Gba_Pcm::apply_control(int) [390]
                0.00    0.00       1/1           CheckEReaderRegion() [467]
                0.00    0.00       1/1           rtcReset() [473]
                0.00    0.00       1/6           CPUUpdateRenderBuffers(bool) [400]
                0.00    0.00       1/1           SetSaveType(int) [455]
                0.00    0.00       1/40          systemGetClock() [382]
-----------------------------------------------
                0.00    0.00       1/1           CPUReset() [99]
[100]    0.0    0.00    0.00       1         CPUWriteByte(unsigned int, unsigned char) [100]
                0.00    0.00      16/3788        Gb_Apu::write_register(int, unsigned int, int) [36]
