Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    2016/2016        armExecute() [5]
[95]     0.0    0.00    0.00    2016         arm810(unsigned int) [95]
                0.00    0.00    4032/3684802     codeTicksAccessSeq32(unsigned int) [33]
                0.00    0.00    2016/16148       CPUSwitchMode(int, bool, bool) [266]
                0.00    0.00    2016/12111       CPUSwitchMode(int, bool) [277]
-----------------------------------------------
                0.00    0.00    2603/2603        armExecute() [5]
[96]     0.0    0.00    0.00    2603         arm090(unsigned int) [96]
                0.00    0.00    2603/3684802     codeTicksAccessSeq32(unsigned int) [33]
-----------------------------------------------
                0.00    0.00       1/1           CPUReset() [89]
[97]     0.0    0.00    0.00       1         soundReset() [97]
                0.00    0.00       1/3025        Gb_Apu::write_register(int, unsigned int, int) [60]
                0.00    0.00       1/1           remake_stereo_buffer() [467]
                0.00    0.00       1/1           SoundSDL::reset() [482]
                0.00    0.00       1/3           Gb_Apu::reset(Gb_Apu::mode_t, bool) [412]
                0.00    0.00       1/3           Blip_Buffer::clear(int) [405]
                0.00    0.00       1/1           Stereo_Buffer::clear() [471]
                0.00    0.00       1/18          Gba_Pcm::apply_control(int) [379]
-----------------------------------------------
                0.00    0.00       1/1           CPUReset() [89]
[98]     0.0    0.00    0.00       1         BIOS_RegisterRamReset(unsigned int) [98]
                0.00    0.00       1/486893      CPUUpdateRegister(unsigned int, unsigned short) [31]
-----------------------------------------------
[99]     0.0    0.00    0.00       3+2       <cycle 2 as a whole> [99]
                0.00    0.00       4             Data_Reader::read(void*, int) <cycle 2> [398]
                0.00    0.00       1             fex_t::read_v(void*, int) <cycle 2> [479]
-----------------------------------------------
                0.00    0.00       1/91          ReadPrefString(char const*, char const*) [448]
                0.00    0.00       2/91          ReadPrefHex(char const*, int) [415]
                0.00    0.00      15/91          LoadConfigFile() [366]
                0.00    0.00      73/91          ReadPrefHex(char const*) [381]
[100]    0.0    0.00    0.00      91         iniparser_getstring [100]
-----------------------------------------------
                0.00    0.00      64/64          ReadPref(char const*, int) [370]
[101]    0.0    0.00    0.00      64         iniparser_getint [101]
-----------------------------------------------
                0.00    0.00       4/4           fex_open [107]
[102]    0.0    0.00    0.00       4         fex_identify_extension [102]
-----------------------------------------------
                0.00    0.00       1/2           utilFindType(char const*) [530]
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[103]    0.0    0.00    0.00       2         fex_close [103]
-----------------------------------------------
                0.00    0.00       1/2           utilFindType(char const*) [530]
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[104]    0.0    0.00    0.00       2         fex_done [104]
-----------------------------------------------
                0.00    0.00       2/2           fex_open [107]
[105]    0.0    0.00    0.00       2         fex_identify_header [105]
-----------------------------------------------
                0.00    0.00       1/2           utilFindType(char const*) [530]
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[106]    0.0    0.00    0.00       2         fex_name [106]
-----------------------------------------------
                0.00    0.00       1/2           utilFindType(char const*) [530]
                0.00    0.00       1/2           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[107]    0.0    0.00    0.00       2         fex_open [107]
                0.00    0.00       4/4           fex_identify_extension [102]
                0.00    0.00       2/3           Std_File_Reader::Std_File_Reader() [410]
                0.00    0.00       2/3           Std_File_Reader::open(char const*) [408]
                0.00    0.00       2/3           Data_Reader::read(void*, int) <cycle 2> [398]
                0.00    0.00       2/2           fex_identify_header [105]
                0.00    0.00       2/2           Std_File_Reader::~Std_File_Reader() [427]
                0.00    0.00       2/2           new_binary() [420]
                0.00    0.00       2/2           fex_t::open(char const*) [430]
-----------------------------------------------
                0.00    0.00       1/1           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[108]    0.0    0.00    0.00       1         fex_read [108]
                0.00    0.00       1/2           fex_t::stat() [431]
-----------------------------------------------
                0.00    0.00       1/1           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[109]    0.0    0.00    0.00       1         fex_size [109]
-----------------------------------------------
                0.00    0.00       1/1           utilLoad(char const*, bool (*)(char const*), unsigned char*, int&) [463]
[110]    0.0    0.00    0.00       1         fex_stat [110]
-----------------------------------------------
                0.00    0.00  252753/2758635     thumbB4(unsigned int) [51]
                0.00    0.00  376794/2758635     thumbC0(unsigned int) [48]
                0.00    0.00 2129088/2758635     thumbB5(unsigned int) [24]
[185]    0.0    0.00    0.00 2758635         CPUWriteMemory(unsigned int, unsigned int) [185]
-----------------------------------------------
                0.00    0.00 1948557/1948557     thumbExecute() [3]
[186]    0.0    0.00    0.00 1948557         thumbD1(unsigned int) [186]
-----------------------------------------------
                0.00    0.00 1428230/1428230     armExecute() [5]
[187]    0.0    0.00    0.00 1428230         arm086(unsigned int) [187]
-----------------------------------------------
                0.00    0.00 1285608/1285608     CPULoop(int) [1]
[188]    0.0    0.00    0.00 1285608         rtcIsEnabled() [188]
-----------------------------------------------
                0.00    0.00 1103162/1103162     armExecute() [5]
[189]    0.0    0.00    0.00 1103162         arm080(unsigned int) [189]
-----------------------------------------------
                0.00    0.00  970254/970254      thumbExecute() [3]
[190]    0.0    0.00    0.00  970254         thumb43_0(unsigned int) [190]
-----------------------------------------------
                0.00    0.00  879800/879800      armExecute() [5]
[191]    0.0    0.00    0.00  879800         armA00(unsigned int) [191]
-----------------------------------------------
                0.00    0.00  662569/662569      armExecute() [5]
[192]    0.0    0.00    0.00  662569         arm084(unsigned int) [192]
-----------------------------------------------
                0.00    0.00  662569/662569      armExecute() [5]
[193]    0.0    0.00    0.00  662569         arm1B2(unsigned int) [193]
-----------------------------------------------
                0.00    0.00  656966/656966      thumbExecute() [3]
[194]    0.0    0.00    0.00  656966         thumb22(unsigned int) [194]
-----------------------------------------------
                0.00    0.00    2017/648353      arm550(unsigned int) [346]
                0.00    0.00    3765/648353      arm1DD(unsigned int) [312]
                0.00    0.00   12285/648353      arm5D0(unsigned int) [272]
                0.00    0.00   51546/648353      arm0DD(unsigned int) [245]
                0.00    0.00   67228/648353      arm1BD(unsigned int) [242]
                0.00    0.00  511512/648353      arm1FD(unsigned int) [199]
[195]    0.0    0.00    0.00  648353         CPUReadByte(unsigned int) [195]
-----------------------------------------------
                0.00    0.00  613937/613937      thumbExecute() [3]
[196]    0.0    0.00    0.00  613937         thumb42_2(unsigned int) [196]
-----------------------------------------------
                0.00    0.00  578776/578776      thumbExecute() [3]
[197]    0.0    0.00    0.00  578776         thumb23(unsigned int) [197]
-----------------------------------------------
                0.00    0.00  511586/511586      armExecute() [5]
[198]    0.0    0.00    0.00  511586         arm040(unsigned int) [198]
-----------------------------------------------
                0.00    0.00  511512/511512      armExecute() [5]
[199]    0.0    0.00    0.00  511512         arm1FD(unsigned int) [199]
                0.00    0.00  511512/648353      CPUReadByte(unsigned int) [195]
